task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
3,0,1,168,4,9,9,2019-03-25 17:48:06,2019-03-25 17:48:06,3,0,0,0.7262693156732891,2.0,0,6207,12.3,2.5,84.5,392,4,0.01,0.09,0.0
8,0,0,9,1,9,9,2019-03-25 17:53:08,2019-03-25 17:53:08,3,0,0,0.7268722466960352,1.0,0,6209,12.3,2.5,84.6,392,4,0.01,0.09,0.0
3,0,1,211,2,9,9,2019-03-25 18:12:42,2019-03-25 18:12:42,4,0,0,0.7274725274725276,2.0,0,6147,12.5,2.5,85.7,385,4,0.01,0.09,0.0
8,0,0,457,7,9,9,2019-03-25 18:39:41,2019-03-25 18:39:41,4,0,0,0.7280701754385965,3.0,0,6081,12.7,2.6,87.3,376,4,0.01,0.09,0.0
3,0,1,167,4,9,9,2019-03-25 19:06:21,2019-03-25 19:06:21,4,0,0,0.7286652078774617,2.0,0,6068,12.7,2.6,87.5,375,4,0.01,0.09,0.0
8,0,0,78,3,9,9,2019-03-25 19:18:03,2019-03-25 19:18:03,4,0,0,0.7292576419213974,1.0,0,6036,12.7,2.6,87.9,371,4,0.01,0.09,0.0
2,1,0,2,1,9,9,2019-03-25 19:21:55,2019-03-25 19:21:55,4,0,0,0.7276688453159041,1.0,0,6036,12.7,2.6,87.9,371,4,0.01,0.09,0.0
8,0,0,321,7,9,9,2019-03-25 20:37:13,2019-03-25 20:41:03,4,0,0,0.7282608695652174,2.0,0,5832,12.4,2.5,85.3,370,3,0.01,0.06,0.0638888888888888
2,1,0,69,5,9,9,2019-03-25 20:51:47,2019-03-25 20:51:47,4,0,0,0.7266811279826464,1.0,0,5828,12.4,2.5,85.2,370,3,0.01,0.06,0.0
7,0,0,254,6,9,9,2019-03-26 14:05:39,2019-03-26 14:05:39,3,0,0,0.7272727272727273,2.0,0,5834,12.5,2.5,85.3,370,3,0.01,0.06,0.0
7,0,0,155,5,9,9,2019-03-26 14:28:11,2019-03-26 14:28:11,3,0,0,0.7278617710583153,2.0,0,5816,12.4,2.5,85.2,370,3,0.01,0.06,0.0
8,0,0,421,6,9,9,2019-03-26 19:18:10,2019-03-26 19:18:10,4,0,0,0.728448275862069,3.0,0,5817,12.4,2.5,86.0,371,3,0.01,0.06,0.0
3,0,1,155,2,9,9,2019-03-26 20:04:37,2019-03-26 20:04:37,4,0,0,0.7290322580645161,2.0,0,5828,12.4,2.5,86.1,371,3,0.01,0.06,0.0
3,0,1,569,12,9,9,2019-03-26 20:50:46,2019-03-26 20:50:46,4,0,0,0.7296137339055794,2.0,0,5818,12.4,2.5,86.3,370,3,0.01,0.06,0.0
8,0,0,47,3,9,9,2019-03-27 11:16:18,2019-03-27 11:16:18,2,0,0,0.7301927194860813,1.0,0,5819,12.4,2.5,86.3,370,3,0.01,0.06,0.0
8,0,0,602,8,9,9,2019-03-27 13:24:22,2019-03-27 13:24:22,3,0,0,0.7307692307692308,2.0,0,5781,12.5,2.6,87.0,366,3,0.01,0.06,0.0
8,0,0,20,10,9,9,2019-03-27 13:41:13,2019-03-27 13:41:13,3,0,0,0.7313432835820896,2.0,0,5781,12.5,2.6,87.0,366,3,0.01,0.06,0.0
8,0,0,16,2,9,9,2019-03-27 13:58:15,2019-03-27 13:58:15,3,0,0,0.7319148936170212,1.0,0,5436,12.3,2.6,85.2,351,2,0.01,0.04,0.0
8,0,0,604,10,9,9,2019-03-27 15:49:05,2019-03-27 15:49:05,3,0,0,0.7324840764331211,2.0,0,5318,12.4,2.6,86.0,342,2,0.01,0.04,0.0
8,0,0,110,4,9,9,2019-03-27 16:55:48,2019-03-27 16:55:48,3,0,0,0.7330508474576272,1.0,0,5276,12.6,2.6,87.5,336,2,0.01,0.04,0.0
8,0,0,3,3,9,9,2019-03-27 16:57:50,2019-03-27 16:57:50,3,0,0,0.733615221987315,2.0,0,5276,12.6,2.6,87.5,336,2,0.01,0.04,0.0
2,1,0,5,2,9,9,2019-03-27 19:20:47,2019-03-27 19:20:47,4,0,0,0.7320675105485233,1.0,0,5278,12.6,2.6,87.5,336,2,0.01,0.04,0.0
2,1,0,93,5,9,9,2019-03-27 19:21:18,2019-03-27 19:21:18,4,0,0,0.7305263157894737,1.0,0,5330,12.7,2.6,88.0,338,2,0.01,0.04,0.0
2,1,0,2,1,9,9,2019-03-27 19:30:29,2019-03-27 19:30:29,4,0,0,0.7289915966386555,1.0,0,5330,12.7,2.6,88.0,338,2,0.01,0.04,0.0
3,0,1,4,1,9,9,2019-03-27 19:39:00,2019-03-27 19:39:10,4,0,0,0.729559748427673,1.0,0,5330,12.7,2.6,88.0,338,2,0.01,0.04,0.0027777777777777
1,0,0,229,58,9,9,2019-03-27 19:54:12,2019-03-27 19:54:22,4,0,0,0.7301255230125523,4.0,0,5326,12.7,2.6,87.9,338,2,0.01,0.04,0.0027777777777777
2,1,0,0,1,9,9,2019-03-27 19:56:00,2019-03-27 19:56:00,4,0,0,0.7286012526096033,2.0,0,5326,12.7,2.6,87.9,338,2,0.01,0.04,0.0
3,0,1,129,2,9,9,2019-03-29 18:15:17,2019-03-29 18:15:17,4,0,0,0.7291666666666667,2.0,0,5329,12.7,2.6,88.0,338,2,0.01,0.04,0.0
3,0,1,75,3,9,9,2019-03-29 20:13:12,2019-03-29 20:13:12,4,0,0,0.7297297297297297,1.0,0,5328,12.7,2.6,88.0,338,2,0.01,0.04,0.0
5,0,0,1,1,9,9,2019-04-02 13:17:43,2019-04-02 13:17:43,3,0,0,0.7302904564315353,1.0,0,5328,12.7,2.6,88.0,338,2,0.01,0.04,0.0
8,0,0,286,5,9,9,2019-03-31 23:19:13,2019-04-02 22:49:31,4,0,0,0.7308488612836439,2.0,0,5315,12.7,2.6,88.0,338,2,0.01,0.04,47.505
2,1,0,30,2,9,9,2019-03-31 23:54:54,2019-04-02 22:49:31,4,0,0,0.7293388429752066,1.0,0,5313,12.7,2.6,88.0,338,2,0.01,0.04,46.91027777777778
8,0,0,610,25,9,9,2019-04-01 01:30:50,2019-04-02 22:49:31,4,0,0,0.7298969072164949,2.0,0,5260,12.6,2.6,87.5,337,2,0.01,0.04,45.31138888888889
3,0,1,35,2,9,9,2019-04-01 01:36:16,2019-04-02 22:49:31,4,0,0,0.7304526748971194,1.0,0,5244,12.6,2.6,88.0,335,2,0.01,0.04,45.22083333333333
7,0,0,891,5,9,9,2019-04-02 23:54:09,2019-04-03 00:37:57,1,0,0,0.731006160164271,2.0,0,5244,12.6,2.6,88.0,335,2,0.01,0.04,0.73
8,0,0,2,1,9,9,2019-04-03 00:48:37,2019-04-03 00:48:37,1,0,0,0.7315573770491803,1.0,0,5245,12.6,2.6,88.0,335,2,0.01,0.04,0.0
8,0,0,1,1,9,9,2019-04-03 13:59:43,2019-04-03 13:59:43,3,0,0,0.7321063394683027,1.0,0,5245,12.6,2.6,88.0,335,2,0.01,0.04,0.0
5,0,0,197,11,9,9,2019-04-05 20:15:20,2019-04-05 20:16:08,4,0,0,0.7326530612244898,2.0,0,5319,12.4,2.6,86.4,345,2,0.01,0.04,0.0133333333333333
8,0,0,271,3,9,9,2019-04-06 04:18:16,2019-04-06 04:18:16,1,0,0,0.7331975560081466,2.0,0,5376,12.3,2.6,85.3,354,2,0.01,0.04,0.0
8,0,0,19,2,9,9,2019-04-06 23:25:26,2019-04-06 23:25:26,4,0,0,0.733739837398374,1.0,0,5375,12.3,2.6,85.3,354,2,0.01,0.04,0.0
2,1,0,2,1,9,9,2019-04-07 12:43:31,2019-04-07 12:43:31,3,0,0,0.7322515212981744,1.0,0,5375,12.3,2.6,85.3,354,2,0.01,0.04,0.0
8,0,0,1,1,9,9,2019-04-07 12:47:24,2019-04-07 12:47:24,3,0,0,0.7327935222672064,1.0,0,5375,12.3,2.6,85.3,354,2,0.01,0.04,0.0
8,0,0,49,6,9,9,2019-04-07 13:24:10,2019-04-07 13:24:10,3,0,0,0.7333333333333334,1.0,0,5370,12.3,2.6,85.3,354,2,0.01,0.04,0.0
3,0,1,91,2,9,9,2019-04-07 13:40:31,2019-04-07 13:40:31,3,0,0,0.7338709677419355,2.0,0,5367,12.3,2.6,85.3,354,2,0.01,0.04,0.0
8,0,0,1,1,9,9,2019-04-07 13:41:09,2019-04-07 13:41:09,3,0,0,0.7344064386317908,1.0,0,5366,12.3,2.6,85.3,354,2,0.01,0.04,0.0
8,0,0,40,2,9,9,2019-04-07 13:45:09,2019-04-07 13:45:09,3,0,0,0.7349397590361446,1.0,0,5350,12.3,2.6,85.9,351,2,0.01,0.04,0.0
8,0,0,68,7,9,9,2019-04-07 14:00:40,2019-04-07 14:00:40,3,0,0,0.7354709418837675,2.0,0,5350,12.3,2.6,85.9,351,2,0.01,0.04,0.0
8,0,0,4,2,9,9,2019-04-07 19:32:53,2019-04-07 19:32:53,4,0,0,0.736,1.0,0,5350,12.3,2.6,85.9,351,2,0.01,0.04,0.0
3,0,1,90,6,9,9,2019-04-08 00:24:57,2019-04-08 00:24:57,1,0,0,0.7365269461077844,1.0,0,5340,12.4,2.6,85.9,350,2,0.01,0.04,0.0
3,0,1,144,6,9,9,2019-04-08 01:08:50,2019-04-08 01:09:28,1,0,0,0.7370517928286853,2.0,0,5304,12.4,2.6,86.2,348,2,0.01,0.04,0.0105555555555555
7,0,0,214,9,9,9,2019-04-08 17:49:26,2019-04-08 18:06:14,4,0,0,0.7375745526838966,2.0,0,5372,12.5,2.6,87.3,350,2,0.01,0.04,0.28
7,0,0,31,1,9,9,2019-04-08 18:17:40,2019-04-08 18:17:40,4,0,0,0.7380952380952381,2.0,0,5372,12.5,2.6,87.3,350,2,0.01,0.04,0.0
8,0,0,3,1,9,9,2019-04-08 18:28:24,2019-04-08 18:28:24,4,0,0,0.7386138613861386,1.0,0,5373,12.5,2.6,87.3,350,2,0.01,0.04,0.0
8,0,0,14,1,9,9,2019-04-08 19:08:57,2019-04-09 11:40:36,2,0,0,0.7391304347826086,1.0,0,5413,12.5,2.6,87.0,353,2,0.01,0.04,16.5275
8,0,0,10,2,9,9,2019-04-08 19:13:10,2019-04-09 11:40:36,2,0,0,0.7396449704142012,1.0,0,5411,12.5,2.6,87.0,353,2,0.01,0.04,16.45722222222222
8,0,0,304,2,9,9,2019-04-08 19:29:57,2019-04-09 11:40:36,2,0,0,0.7401574803149606,3.0,0,5401,12.5,2.6,87.0,351,2,0.01,0.04,16.1775
3,0,1,33,2,9,9,2019-04-12 22:10:30,2019-04-12 23:07:04,4,0,0,0.7406679764243616,1.0,0,5398,12.5,2.6,87.0,351,2,0.01,0.04,0.9427777777777778
8,0,0,164,5,9,9,2019-04-12 23:20:13,2019-04-12 23:20:13,4,0,0,0.7411764705882353,2.0,0,5323,12.7,2.6,88.4,343,2,0.01,0.04,0.0
8,0,0,181,4,9,9,2019-04-13 00:09:51,2019-04-13 00:09:51,1,0,0,0.7416829745596869,2.0,0,5259,12.4,2.6,87.4,344,2,0.01,0.04,0.0
8,0,0,48,1,9,9,2019-04-13 00:25:15,2019-04-13 00:25:15,1,0,0,0.7421875,2.0,0,5278,12.5,2.6,87.5,344,2,0.01,0.04,0.0
8,0,0,146,2,9,9,2019-04-13 00:40:06,2019-04-13 00:40:06,1,0,0,0.7426900584795322,2.0,0,5265,12.5,2.6,87.6,342,2,0.01,0.04,0.0
8,0,0,153,2,9,9,2019-04-13 10:57:09,2019-04-13 10:57:09,2,0,0,0.7431906614785992,2.0,0,5170,12.5,2.6,87.4,336,2,0.01,0.04,0.0
8,0,0,148,2,9,9,2019-04-13 11:06:06,2019-04-13 11:06:06,2,0,0,0.7436893203883495,2.0,0,5160,12.6,2.6,87.5,334,2,0.01,0.04,0.0
8,0,0,93,4,9,9,2019-04-13 11:23:39,2019-04-13 11:23:39,2,0,0,0.7441860465116279,1.0,0,5151,12.6,2.6,87.3,334,2,0.01,0.04,0.0
8,0,0,50,2,9,9,2019-04-13 11:32:15,2019-04-13 11:32:15,2,0,0,0.7446808510638299,1.0,0,5146,12.6,2.6,87.7,332,2,0.01,0.04,0.0
7,0,0,37,3,9,9,2019-04-13 11:36:15,2019-04-13 11:36:15,2,0,0,0.7451737451737452,1.0,0,5124,12.6,2.6,87.6,331,2,0.01,0.04,0.0
8,0,0,5,1,9,9,2019-04-13 11:40:42,2019-04-13 11:40:42,2,0,0,0.7456647398843931,1.0,0,5122,12.6,2.6,87.8,330,2,0.01,0.04,0.0
8,0,0,301,7,9,9,2019-04-13 14:29:25,2019-04-13 14:29:25,3,0,0,0.7461538461538462,2.0,0,5120,12.6,2.6,87.3,330,2,0.01,0.04,0.0
3,0,1,56,5,9,9,2019-04-13 14:40:19,2019-04-13 14:40:19,3,0,0,0.7466410748560461,1.0,0,5107,12.7,2.6,87.8,328,2,0.01,0.04,0.0
8,0,0,111,6,9,9,2019-04-13 15:47:25,2019-04-13 15:47:25,3,0,0,0.7471264367816092,2.0,0,5091,12.7,2.6,87.7,328,2,0.01,0.04,0.0
2,1,0,49,2,9,9,2019-04-13 16:13:53,2019-04-13 16:13:53,3,0,0,0.745697896749522,1.0,0,5088,12.7,2.6,87.7,328,2,0.01,0.04,0.0
3,0,1,37,2,9,9,2019-04-13 16:18:25,2019-04-13 16:18:25,3,0,0,0.7461832061068703,1.0,0,5082,12.7,2.6,88.0,327,2,0.01,0.04,0.0
8,0,0,18,3,9,9,2019-04-13 19:29:15,2019-04-13 19:29:15,4,0,0,0.7466666666666666,1.0,0,5076,12.7,2.6,88.2,326,2,0.01,0.04,0.0
3,0,1,18,1,9,9,2019-04-13 20:06:36,2019-04-13 20:06:36,4,0,0,0.747148288973384,1.0,0,5070,12.7,2.6,88.1,326,2,0.01,0.04,0.0
8,0,0,16,1,9,9,2019-04-13 20:09:10,2019-04-13 20:09:10,4,0,0,0.747628083491461,1.0,0,5072,12.7,2.6,88.1,326,2,0.01,0.04,0.0
3,0,1,61,1,9,9,2019-04-13 20:22:35,2019-04-13 20:22:35,4,0,0,0.7481060606060606,2.0,0,5066,12.7,2.6,87.7,326,2,0.01,0.04,0.0
3,0,1,5,1,9,9,2019-04-13 20:28:15,2019-04-13 20:28:15,4,0,0,0.7485822306238186,1.0,0,5065,12.7,2.6,87.7,326,2,0.01,0.04,0.0
2,1,0,2,1,9,9,2019-04-13 20:29:12,2019-04-13 20:29:12,4,0,0,0.7471698113207548,1.0,0,5065,12.7,2.6,87.7,326,2,0.01,0.04,0.0
3,0,1,68,2,9,9,2019-04-13 20:47:02,2019-04-13 20:47:02,4,0,0,0.7476459510357816,2.0,0,5055,12.7,2.6,87.4,326,2,0.01,0.04,0.0
2,1,0,36,2,9,9,2019-04-13 21:22:36,2019-04-13 21:22:36,4,0,0,0.7462406015037594,2.0,0,5058,12.6,2.6,87.2,327,2,0.01,0.04,0.0
8,0,0,11,1,9,9,2019-04-14 00:12:13,2019-04-14 00:12:13,1,0,0,0.7467166979362101,1.0,0,5058,12.6,2.6,87.2,327,2,0.01,0.04,0.0
8,0,0,1328,24,9,9,2019-04-15 18:52:06,2019-05-02 11:33:08,2,0,0,0.747191011235955,4.0,0,5558,12.1,2.6,82.7,372,2,0.01,0.03,400.6838888888889
8,0,0,6,1,9,9,2019-05-02 11:34:28,2019-05-02 11:34:28,2,0,0,0.7476635514018692,1.0,0,5561,12.1,2.6,82.7,372,2,0.01,0.03,0.0
8,0,0,136,12,9,9,2019-05-02 12:42:12,2019-05-02 12:42:12,3,0,0,0.7481343283582089,1.0,0,5516,12.0,2.6,82.3,372,2,0.01,0.03,0.0
3,0,1,339,4,9,9,2019-05-02 18:37:58,2019-05-02 18:37:58,4,0,0,0.7486033519553073,3.0,0,5485,12.0,2.6,81.6,372,2,0.01,0.03,0.0
8,0,0,2,1,9,9,2019-05-03 01:49:12,2019-05-03 01:49:12,1,0,0,0.7490706319702602,1.0,0,5483,12.0,2.6,81.5,372,2,0.01,0.04,0.0
2,1,0,1,1,9,9,2019-05-03 01:51:16,2019-05-03 01:51:16,1,0,0,0.7476808905380334,1.0,0,5484,12.0,2.6,81.5,372,2,0.01,0.03,0.0
8,0,0,34,2,9,9,2019-05-03 02:50:42,2019-05-03 02:50:42,1,0,0,0.7481481481481482,1.0,0,5476,12.0,2.6,81.3,372,2,0.01,0.04,0.0
8,0,0,6,3,9,9,2019-05-08 22:46:47,2019-05-08 22:46:47,4,0,0,0.7486136783733826,1.0,0,5476,12.0,2.6,81.2,372,2,0.01,0.04,0.0
5,0,0,52,3,9,9,2019-05-09 18:41:24,2019-05-09 18:41:24,4,0,0,0.7490774907749078,2.0,0,5500,12.0,2.6,81.4,373,2,0.01,0.04,0.0
5,0,0,14,1,9,9,2019-05-09 19:07:43,2019-05-09 19:07:43,4,0,0,0.7495395948434622,1.0,0,5510,12.0,2.6,81.4,374,2,0.01,0.04,0.0
3,0,1,14,2,9,9,2019-05-09 19:19:23,2019-05-09 19:19:23,4,0,0,0.75,1.0,0,5511,12.0,2.6,81.4,374,2,0.01,0.04,0.0
2,1,0,11,4,9,9,2019-05-09 23:53:50,2019-05-09 23:53:50,4,0,0,0.7486238532110092,1.0,0,5516,12.0,2.6,81.5,374,2,0.01,0.04,0.0
2,1,0,2,1,9,9,2019-05-09 23:54:00,2019-05-09 23:54:00,4,0,0,0.7472527472527473,1.0,0,5516,12.0,2.6,81.5,374,2,0.01,0.04,0.0
8,0,0,83,6,9,9,2019-05-10 02:15:39,2019-05-10 02:15:39,1,0,0,0.7477148080438757,1.0,0,5512,12.0,2.6,81.7,373,2,0.01,0.04,0.0
5,0,0,85,2,9,9,2019-05-10 02:29:26,2019-05-10 02:29:26,1,0,0,0.7481751824817517,2.0,0,5581,12.1,2.6,82.1,376,2,0.01,0.03,0.0
3,0,1,127,6,9,9,2019-05-10 02:45:53,2019-05-10 02:45:53,1,0,0,0.7486338797814207,2.0,0,5569,12.0,2.6,82.0,376,2,0.01,0.03,0.0
3,0,1,40,4,9,9,2019-05-10 02:53:29,2019-05-10 02:53:29,1,0,0,0.749090909090909,1.0,0,5570,12.0,2.6,82.0,376,2,0.01,0.03,0.0
5,0,0,374,4,9,9,2019-05-10 17:05:46,2019-05-10 17:05:46,3,0,0,0.7495462794918331,2.0,0,5650,12.1,2.6,82.6,381,2,0.01,0.03,0.0
5,0,0,96,6,9,9,2019-05-11 03:49:41,2019-05-11 03:49:41,1,0,0,0.75,2.0,0,5666,12.1,2.6,82.7,381,2,0.01,0.03,0.0
3,0,1,26,5,9,9,2019-05-11 18:39:50,2019-05-11 19:01:06,4,0,0,0.7504520795660037,1.0,0,5666,12.1,2.6,82.6,381,2,0.01,0.03,0.3544444444444444
5,0,0,77,5,9,9,2019-05-11 23:36:13,2019-05-11 23:36:13,4,0,0,0.7509025270758123,1.0,0,5691,12.1,2.6,82.8,382,2,0.01,0.03,0.0
8,0,0,5,1,9,9,2019-05-11 23:42:35,2019-05-11 23:42:35,4,0,0,0.7513513513513513,1.0,0,5690,12.1,2.6,82.7,382,2,0.01,0.03,0.0
3,0,1,367,7,9,9,2019-05-12 00:14:07,2019-05-12 00:14:07,1,0,0,0.7517985611510791,2.0,0,5681,12.1,2.6,82.8,381,2,0.01,0.03,0.0
2,1,0,12,2,9,9,2019-05-12 00:23:19,2019-05-12 00:23:19,1,0,0,0.7504488330341113,1.0,0,5681,12.1,2.6,82.8,381,2,0.01,0.03,0.0
8,0,0,116,2,9,9,2019-05-12 00:27:59,2019-05-12 00:27:59,1,0,0,0.7508960573476703,2.0,0,5681,12.1,2.6,82.8,381,2,0.01,0.03,0.0
8,0,0,5,1,9,9,2019-05-12 03:04:15,2019-05-12 03:04:15,1,0,0,0.7513416815742398,1.0,0,5685,12.1,2.6,82.9,381,2,0.01,0.03,0.0
5,0,0,35,2,9,9,2019-05-12 03:31:00,2019-05-12 03:31:00,1,0,0,0.7517857142857143,1.0,0,5702,12.1,2.6,83.0,382,2,0.01,0.03,0.0
2,1,0,9,1,9,9,2019-05-12 13:57:43,2019-05-12 13:57:43,3,0,0,0.750445632798574,1.0,0,5701,12.1,2.6,82.9,382,2,0.01,0.03,0.0
3,0,1,44,1,9,9,2019-05-12 13:58:09,2019-05-12 13:58:09,3,0,0,0.7508896797153025,2.0,0,5698,12.1,2.6,82.8,382,2,0.01,0.03,0.0
8,0,0,23,2,9,9,2019-05-12 14:52:14,2019-05-12 14:52:14,3,0,0,0.7513321492007105,1.0,0,5684,12.1,2.6,82.8,381,2,0.01,0.03,0.0
8,0,0,10,4,9,9,2019-05-12 14:54:13,2019-05-12 14:54:13,3,0,0,0.75177304964539,1.0,0,5684,12.1,2.6,82.8,381,2,0.01,0.03,0.0
5,0,0,25,3,9,9,2019-05-12 15:05:48,2019-05-12 15:05:48,3,0,0,0.752212389380531,1.0,0,5690,12.1,2.6,82.5,382,2,0.01,0.03,0.0
5,0,0,78,4,9,9,2019-05-12 16:23:13,2019-05-12 22:12:40,4,0,0,0.7526501766784452,2.0,0,5741,12.1,2.6,83.4,384,2,0.01,0.03,5.824166666666667
8,0,0,8,2,9,9,2019-05-12 23:41:24,2019-05-12 23:41:24,4,0,0,0.7530864197530864,1.0,0,5736,12.1,2.6,83.6,383,2,0.01,0.03,0.0
1,0,0,11,1,9,9,2019-05-13 18:23:35,2019-05-13 19:01:32,4,0,0,0.7535211267605634,1.0,0,5727,12.1,2.6,83.4,383,2,0.01,0.03,0.6325
3,0,1,50,2,9,9,2019-05-13 19:12:44,2019-05-13 19:12:44,4,0,0,0.7539543057996485,1.0,0,5727,12.1,2.6,83.4,383,2,0.01,0.03,0.0
8,0,0,2,1,9,9,2019-05-13 19:15:38,2019-05-13 19:15:38,4,0,0,0.7543859649122807,1.0,0,5727,12.1,2.6,83.4,383,2,0.01,0.03,0.0
8,0,0,39,1,9,9,2019-05-13 20:46:14,2019-05-13 20:46:14,4,0,0,0.7548161120840631,2.0,0,5698,12.0,2.5,82.7,383,1,0.0,0.02,0.0
2,1,0,3,1,9,9,2019-05-13 20:46:55,2019-05-13 20:46:55,4,0,0,0.7534965034965035,1.0,0,5698,12.0,2.5,82.7,383,1,0.0,0.02,0.0
8,0,0,31,2,9,9,2019-05-13 23:11:37,2019-05-13 23:11:37,4,0,0,0.7539267015706806,1.0,0,5680,12.0,2.5,82.6,382,1,0.0,0.02,0.0
8,0,0,12,2,9,9,2019-05-13 23:26:26,2019-05-13 23:26:26,4,0,0,0.7543554006968641,1.0,0,5675,12.0,2.5,82.7,381,1,0.0,0.02,0.0
2,1,0,12,1,9,9,2019-05-14 00:22:43,2019-05-14 01:25:03,1,0,0,0.7530434782608696,1.0,0,5676,12.0,2.5,82.8,381,1,0.0,0.02,1.038888888888889
3,0,1,17,2,9,9,2019-05-15 03:04:04,2019-05-15 03:05:02,1,0,0,0.7534722222222222,1.0,0,5672,12.0,2.5,82.7,381,1,0.0,0.02,0.0161111111111111
8,0,0,63,1,9,9,2019-05-15 22:50:45,2019-05-15 23:15:44,4,0,0,0.7538994800693241,2.0,0,5677,12.1,2.5,82.6,381,1,0.0,0.02,0.4163888888888888
7,0,0,25,3,9,9,2019-05-17 03:26:09,2019-05-17 03:30:28,1,0,0,0.754325259515571,1.0,0,5673,12.1,2.5,82.6,381,1,0.0,0.02,0.0719444444444444
3,0,1,58,1,9,9,2019-05-17 04:39:54,2019-05-17 04:39:54,1,0,0,0.7547495682210708,2.0,0,5675,12.1,2.5,82.6,381,1,0.0,0.02,0.0
8,0,0,32,1,9,9,2019-05-17 04:46:32,2019-05-17 04:46:32,1,0,0,0.7551724137931035,2.0,0,5671,12.0,2.5,82.6,381,1,0.0,0.02,0.0
8,0,0,9,2,9,9,2019-05-17 11:04:46,2019-05-17 11:04:46,2,0,0,0.7555938037865748,1.0,0,5670,12.0,2.5,82.6,381,1,0.0,0.02,0.0
3,0,1,35,1,9,9,2019-05-18 04:20:06,2019-05-18 04:20:06,1,0,0,0.7560137457044673,2.0,0,5670,12.0,2.5,82.6,381,1,0.0,0.02,0.0
3,0,1,29,1,9,9,2019-05-18 06:52:43,2019-05-18 06:52:43,2,0,0,0.7564322469982847,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
5,0,0,2,1,51,51,2019-05-18 07:22:19,2019-05-18 07:22:19,2,1,1,0.7568493150684932,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
8,0,0,2,1,51,51,2019-05-18 07:25:48,2019-05-18 07:25:48,2,1,1,0.7572649572649572,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
4,0,0,4,2,51,51,2019-05-18 07:26:15,2019-05-18 07:26:15,2,1,1,0.757679180887372,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
6,0,0,6,3,51,51,2019-05-18 07:36:21,2019-05-18 07:36:21,2,1,1,0.75809199318569,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
6,0,0,40,3,51,51,2019-05-18 07:40:12,2019-05-18 07:40:12,2,1,1,0.7585034013605443,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
3,0,1,10,2,51,51,2019-05-18 07:45:57,2019-05-18 07:45:57,2,1,1,0.7589134125636672,1.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
4,0,0,53,1,51,51,2019-05-18 09:56:25,2019-05-18 09:56:25,2,1,1,0.7593220338983051,2.0,0,5667,12.0,2.5,82.4,381,1,0.0,0.02,0.0
5,0,0,41,6,51,51,2019-05-18 10:06:45,2019-05-18 10:06:45,2,1,1,0.7597292724196277,1.0,0,5672,12.0,2.5,82.5,381,1,0.0,0.02,0.0
2,1,0,9,1,9,9,2019-05-19 03:49:05,2019-05-19 03:49:19,1,0,0,0.7584459459459459,1.0,0,5673,12.0,2.5,82.5,381,1,0.0,0.02,0.0038888888888888
8,0,0,57,3,9,9,2019-05-19 08:15:06,2019-05-19 08:15:06,2,0,0,0.7588532883642496,1.0,0,5669,12.0,2.5,82.1,382,1,0.0,0.02,0.0
8,0,0,17,2,9,9,2019-05-19 13:31:17,2019-05-19 13:31:17,3,0,0,0.7592592592592593,1.0,0,5665,12.0,2.5,82.1,382,1,0.0,0.02,0.0
8,0,0,48,2,9,9,2019-05-20 02:49:54,2019-05-20 02:49:54,1,0,0,0.7596638655462185,1.0,0,5665,12.0,2.5,82.1,382,1,0.0,0.02,0.0
8,0,0,28,2,9,9,2019-05-21 09:16:12,2019-05-21 09:16:12,2,0,0,0.7600671140939598,1.0,0,5667,12.0,2.5,82.1,382,1,0.0,0.02,0.0
6,0,0,3,1,9,9,2019-05-21 10:44:11,2019-05-21 10:44:11,2,0,0,0.7604690117252931,1.0,0,5667,12.0,2.5,82.1,382,1,0.0,0.02,0.0
2,1,1,828,22,9,9,2019-05-22 04:37:31,2019-05-22 04:37:31,1,0,0,0.7591973244147157,3.0,0,5891,11.6,2.4,78.4,407,1,0.0,0.02,0.0
3,0,1,105,8,9,9,2019-05-22 12:33:24,2019-05-22 12:33:24,3,0,0,0.7595993322203672,1.0,0,5903,11.5,2.4,77.8,411,1,0.0,0.02,0.0
8,0,0,52,7,9,9,2019-05-22 12:45:58,2019-05-22 12:45:58,3,0,0,0.76,1.0,0,5912,11.5,2.4,77.6,412,1,0.0,0.02,0.0
8,0,0,16,1,9,9,2019-05-22 12:53:31,2019-05-22 12:53:31,3,0,0,0.7603993344425957,1.0,0,5912,11.5,2.4,77.6,412,1,0.0,0.02,0.0
4,0,0,4,2,9,9,2019-05-22 12:57:48,2019-05-22 12:57:48,3,0,0,0.760797342192691,1.0,0,5912,11.5,2.4,77.6,412,1,0.0,0.02,0.0
