task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
8,0,0,7321,26,25,25,2005-09-03 12:24:40,2005-09-03 12:24:40,3,0,0,1.0,2.0,0,4929,13.3,2.5,89.9,304,3,0.01,0.08,0.0
8,0,0,74,6,25,25,2005-09-04 16:18:07,2005-09-04 16:18:07,3,0,0,1.0,1.0,0,4929,13.3,2.5,90.2,304,3,0.01,0.08,0.0
8,0,0,4,2,41,41,2005-10-15 13:51:04,2005-10-15 13:51:04,3,0,0,1.0,1.0,0,5018,13.5,2.5,91.3,306,3,0.01,0.08,0.0
8,0,0,77,5,41,41,2005-10-31 03:56:35,2005-10-31 03:56:35,1,0,0,1.0,1.0,0,5149,13.5,2.5,91.6,314,3,0.01,0.08,0.0
8,0,0,42,6,25,25,2005-12-09 15:59:05,2005-12-09 15:59:05,3,0,0,1.0,1.0,0,5325,13.7,2.6,92.7,321,3,0.01,0.07,0.0
7,0,0,10,4,25,25,2005-12-11 17:37:52,2005-12-11 17:37:52,3,0,0,1.0,1.0,0,5324,13.7,2.6,92.6,321,3,0.01,0.07,0.0
8,0,0,26,3,25,25,2005-12-23 10:12:16,2005-12-23 10:12:16,2,0,0,1.0,1.0,0,5321,13.7,2.6,92.6,321,3,0.01,0.07,0.0
7,0,0,78,1,8,8,2005-12-28 17:31:13,2005-12-28 17:31:13,3,0,0,1.0,2.0,0,5321,13.7,2.6,92.6,321,3,0.01,0.07,0.0
8,0,0,75,2,19,19,2006-01-07 12:21:41,2006-01-07 12:21:41,3,0,0,1.0,2.0,0,5321,13.7,2.6,92.6,321,3,0.01,0.07,0.0
1,0,0,8,2,2,2,2006-01-10 00:10:37,2006-01-10 00:10:37,1,0,0,1.0,1.0,0,5323,13.7,2.6,92.6,321,3,0.01,0.07,0.0
8,0,0,2,1,25,25,2006-01-23 13:02:24,2006-01-23 13:02:24,3,1,1,1.0,1.0,0,5408,13.7,2.6,92.6,321,3,0.01,0.07,0.0
2,1,0,2,1,25,25,2006-01-23 15:23:46,2006-01-23 15:23:46,3,1,1,0.9166666666666666,1.0,0,5409,13.7,2.6,92.6,321,3,0.01,0.07,0.0
2,1,0,3,1,25,25,2006-01-23 17:28:53,2006-01-23 17:28:53,3,1,1,0.8461538461538461,1.0,0,5410,13.7,2.6,92.6,321,3,0.01,0.07,0.0
8,0,0,93,2,25,25,2006-01-24 10:15:46,2006-01-24 10:15:46,2,1,1,0.8571428571428572,2.0,0,5426,13.7,2.6,92.6,321,3,0.01,0.07,0.0
8,0,0,359,14,25,25,2006-02-06 19:24:27,2006-02-06 19:24:27,4,1,1,0.8666666666666667,2.0,0,5560,13.5,2.6,90.9,336,3,0.01,0.07,0.0
8,0,0,2,2,19,19,2006-02-19 08:06:42,2006-02-19 08:06:42,2,0,0,0.875,1.0,0,5596,13.4,2.5,90.4,338,3,0.01,0.07,0.0
8,0,0,4,2,41,41,2006-02-28 22:55:22,2006-02-28 22:55:22,4,1,1,0.8823529411764706,1.0,0,5594,13.4,2.5,90.4,338,3,0.01,0.07,0.0
8,0,0,4,1,45,45,2006-03-05 22:25:28,2006-03-05 22:25:28,4,0,0,0.8888888888888888,1.0,0,5594,13.4,2.5,90.4,338,3,0.01,0.07,0.0
8,0,0,89,3,41,41,2006-03-19 10:12:22,2006-03-19 10:12:22,2,1,1,0.8947368421052632,1.0,0,5641,13.4,2.5,90.9,339,3,0.01,0.07,0.0
8,0,0,122,7,41,41,2006-04-01 16:36:02,2006-04-01 16:36:02,3,1,1,0.9,2.0,0,5682,13.4,2.5,90.9,340,3,0.01,0.07,0.0
8,0,0,169,9,41,41,2006-04-02 11:42:05,2006-04-02 11:42:05,2,1,1,0.9047619047619048,2.0,0,5705,13.5,2.6,91.5,340,3,0.01,0.07,0.0
8,0,0,260,5,41,41,2006-04-08 16:52:49,2006-04-08 16:52:49,3,1,1,0.9090909090909092,2.0,0,5544,13.1,2.5,89.2,337,3,0.01,0.07,0.0
1,0,0,60,8,46,46,2006-04-10 11:45:42,2006-04-10 11:45:42,2,0,0,0.9130434782608696,1.0,0,5576,13.1,2.5,88.9,340,3,0.01,0.07,0.0
8,0,0,2,1,47,47,2006-04-27 08:26:29,2006-04-27 08:26:29,2,0,0,0.9166666666666666,1.0,0,5659,13.1,2.5,89.3,342,3,0.01,0.07,0.0
2,1,0,4,1,59,59,2006-04-29 20:39:40,2006-04-29 20:39:40,4,0,0,0.88,1.0,0,5692,13.1,2.5,89.1,343,3,0.01,0.07,0.0
8,0,0,154,20,25,25,2006-05-10 13:01:09,2006-05-10 13:01:09,3,1,1,0.8846153846153846,2.0,0,5636,12.8,2.5,89.2,345,3,0.01,0.07,0.0
8,0,0,52,13,59,59,2006-05-13 12:22:21,2006-05-13 12:22:21,3,0,0,0.8888888888888888,1.0,0,5691,12.8,2.5,89.0,346,3,0.01,0.07,0.0
2,1,0,4,1,41,41,2006-06-16 14:21:58,2006-06-16 14:21:58,3,1,1,0.8571428571428572,1.0,0,5956,12.4,2.4,86.0,369,3,0.01,0.07,0.0
2,1,0,36,7,59,59,2006-07-15 22:22:44,2006-07-15 22:22:44,4,0,0,0.8275862068965517,1.0,0,5753,12.8,2.5,89.1,351,3,0.01,0.07,0.0
2,1,0,8,3,59,59,2006-07-15 23:50:21,2006-07-15 23:50:21,4,0,0,0.8,1.0,0,5753,12.8,2.5,89.1,351,3,0.01,0.07,0.0
8,0,0,2,1,45,45,2006-08-26 17:24:56,2006-08-26 17:24:56,3,0,0,0.8064516129032258,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,5,2,19,19,2006-08-30 06:02:44,2006-08-30 06:02:44,2,0,0,0.8125,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,5,2,19,19,2006-08-31 06:04:58,2006-08-31 06:04:58,2,0,0,0.8181818181818181,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,4,1,6,6,2006-09-11 11:08:06,2006-09-11 11:08:06,2,0,0,0.8235294117647058,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
1,0,0,14,2,3,3,2006-09-11 16:48:09,2006-09-11 16:48:09,3,0,0,0.8285714285714285,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,1,1,38,38,2006-09-17 21:51:03,2006-09-17 21:51:03,4,0,0,0.8333333333333334,1.0,0,5808,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,1,1,24,24,2006-09-20 14:00:16,2006-09-20 14:00:16,3,0,0,0.8378378378378378,1.0,0,5809,12.8,2.5,90.4,353,3,0.01,0.07,0.0
8,0,0,26,1,60,60,2006-10-07 16:31:24,2006-10-07 16:31:24,3,0,0,0.8421052631578947,1.0,0,5814,12.8,2.5,90.2,354,3,0.01,0.07,0.0
8,0,0,2,1,25,25,2006-11-12 08:20:18,2006-11-12 08:20:18,2,1,1,0.8461538461538461,1.0,0,5820,12.8,2.5,90.2,355,3,0.01,0.07,0.0
8,0,0,2,1,25,25,2006-11-15 11:21:14,2006-11-15 11:21:14,2,1,1,0.85,1.0,0,5827,12.8,2.4,90.1,356,3,0.01,0.07,0.0
4,0,0,206,6,41,41,2006-12-09 17:08:59,2006-12-09 17:08:59,3,1,1,0.8536585365853658,2.0,0,5844,12.8,2.4,90.4,357,3,0.01,0.07,0.0
8,0,0,28,6,41,41,2007-01-05 07:50:14,2007-01-05 07:50:14,2,2,2,0.8571428571428572,1.0,0,5820,12.8,2.4,90.4,357,3,0.01,0.07,0.0
8,0,0,6,3,41,41,2007-01-05 10:47:52,2007-01-05 10:47:52,2,2,2,0.8604651162790697,1.0,0,5823,12.8,2.4,90.5,357,3,0.01,0.07,0.0
8,0,0,32,5,41,41,2007-01-05 11:56:56,2007-01-05 11:56:56,2,2,2,0.8636363636363636,1.0,0,5832,12.8,2.4,90.7,357,3,0.01,0.07,0.0
8,0,0,2,1,2,2,2007-01-05 15:40:02,2007-01-05 15:40:02,3,1,1,0.8666666666666667,1.0,0,5816,12.8,2.4,89.8,357,3,0.01,0.07,0.0
8,0,0,2192,50,41,41,2007-01-14 00:07:51,2007-01-14 00:07:51,1,2,2,0.8695652173913043,2.0,0,6296,13.4,2.5,90.1,360,4,0.01,0.1,0.0
3,0,1,6,2,41,41,2007-01-14 00:15:23,2007-01-14 00:15:23,1,2,2,0.8723404255319149,1.0,0,6296,13.4,2.5,90.1,360,4,0.01,0.1,0.0
8,0,0,1,1,19,19,2007-01-14 07:26:12,2007-01-14 07:26:12,2,1,1,0.875,1.0,0,6296,13.4,2.5,90.1,360,4,0.01,0.1,0.0
8,0,0,2,1,41,41,2007-01-14 10:22:40,2007-01-14 10:22:40,2,2,2,0.8775510204081632,1.0,0,6296,13.4,2.5,90.1,360,4,0.01,0.1,0.0
2,1,0,70,7,41,41,2007-01-14 21:16:31,2007-01-14 21:16:31,4,2,2,0.86,1.0,0,6344,13.4,2.5,90.5,363,4,0.01,0.1,0.0
8,0,0,1,1,19,19,2007-01-16 07:35:50,2007-01-16 07:35:50,2,1,1,0.8627450980392157,1.0,0,6345,13.4,2.5,90.5,363,4,0.01,0.1,0.0
8,0,0,793,23,41,41,2007-01-16 23:11:21,2007-01-16 23:11:21,4,2,2,0.8653846153846154,2.0,0,6340,13.3,2.5,90.3,363,4,0.01,0.1,0.0
8,0,0,38,4,48,48,2007-01-29 17:50:28,2007-01-29 17:50:28,3,0,0,0.8679245283018868,1.0,0,6376,13.4,2.5,91.2,364,4,0.01,0.1,0.0
8,0,0,56,2,19,19,2007-03-06 13:58:48,2007-03-06 13:58:48,3,1,1,0.8703703703703703,1.0,0,6376,13.4,2.5,91.1,364,4,0.01,0.1,0.0
8,0,0,1,1,19,19,2007-03-09 08:09:53,2007-03-09 08:09:53,2,1,1,0.8727272727272728,1.0,0,6376,13.4,2.5,91.1,364,4,0.01,0.1,0.0
8,0,0,1,1,19,19,2007-03-31 04:50:31,2007-03-31 04:50:31,1,1,1,0.875,1.0,0,6412,13.5,2.5,92.3,364,4,0.01,0.1,0.0
8,0,0,14,1,29,29,2007-04-15 18:48:19,2007-04-15 18:48:19,4,0,0,0.8771929824561404,1.0,0,6332,13.3,2.4,90.9,365,3,0.01,0.07,0.0
8,0,0,1,1,19,19,2007-04-16 05:09:55,2007-04-16 05:09:55,1,1,1,0.8793103448275862,1.0,0,6399,13.3,2.5,91.6,369,3,0.01,0.07,0.0
8,0,0,11,2,29,29,2007-04-16 19:42:59,2007-04-16 19:42:59,4,0,0,0.8813559322033898,1.0,0,6433,13.4,2.5,92.6,368,3,0.01,0.07,0.0
4,0,0,2,1,41,41,2007-04-21 08:46:10,2007-04-21 08:46:10,2,2,2,0.8833333333333333,1.0,0,6576,13.2,2.5,91.3,381,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-05-13 06:03:38,2007-05-13 06:03:38,2,1,1,0.8852459016393442,1.0,0,6538,13.3,2.5,92.2,377,3,0.01,0.06,0.0
8,0,0,47,3,41,41,2007-05-28 17:38:52,2007-05-28 17:38:52,3,2,2,0.8870967741935484,1.0,0,6586,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2007-05-29 05:17:44,2007-05-29 05:17:44,1,1,1,0.8888888888888888,1.0,0,6586,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,2,1,45,45,2007-06-03 01:47:46,2007-06-03 01:47:46,1,1,1,0.890625,1.0,0,6586,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,6,2,41,41,2007-06-14 04:17:45,2007-06-14 04:17:45,1,2,2,0.8923076923076922,1.0,0,6576,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,2,2,19,19,2007-06-16 05:25:40,2007-06-16 05:25:40,1,1,1,0.8939393939393939,1.0,0,6576,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,20,2,45,45,2007-06-16 23:05:35,2007-06-16 23:05:35,4,1,1,0.8955223880597015,1.0,0,6576,13.5,2.5,93.3,377,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-06-26 05:23:00,2007-06-26 05:23:00,1,1,1,0.8970588235294118,1.0,0,6576,13.5,2.5,93.3,377,3,0.01,0.06,0.0
1,0,0,67,6,46,46,2007-07-02 08:52:55,2007-07-02 08:52:55,2,1,1,0.8985507246376812,1.0,0,6573,13.5,2.5,93.5,377,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-07-08 04:46:14,2007-07-08 04:46:14,1,1,1,0.9,1.0,0,6573,13.5,2.5,93.5,377,3,0.01,0.06,0.0
8,0,0,7,1,3,3,2007-07-17 23:52:45,2007-07-17 23:52:45,4,1,1,0.9014084507042254,1.0,0,6559,13.5,2.5,93.5,377,3,0.01,0.06,0.0
8,0,0,2,1,3,3,2007-07-18 00:35:16,2007-07-18 00:35:16,1,1,1,0.9027777777777778,1.0,0,6559,13.5,2.5,93.5,377,3,0.01,0.06,0.0
7,0,0,59,10,29,29,2007-07-18 08:54:36,2007-07-18 08:54:36,2,0,0,0.904109589041096,1.0,0,6544,13.4,2.5,93.3,377,3,0.01,0.06,0.0
2,1,0,220,17,29,29,2007-07-23 08:42:00,2007-07-23 08:42:00,2,0,0,0.8918918918918919,1.0,0,6532,13.4,2.5,93.6,377,3,0.01,0.06,0.0
8,0,0,107,7,29,29,2007-07-23 20:32:16,2007-07-23 20:32:16,4,0,0,0.8933333333333333,1.0,0,6583,13.4,2.5,93.1,383,3,0.01,0.06,0.0
2,1,0,254,8,41,41,2007-07-27 08:53:05,2007-07-27 08:53:05,2,2,2,0.881578947368421,2.0,0,6722,13.2,2.5,91.8,393,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-07-28 05:38:21,2007-07-28 05:38:21,1,1,1,0.8831168831168831,1.0,0,6741,13.1,2.4,91.3,397,3,0.01,0.06,0.0
8,0,0,3,1,29,29,2007-07-28 11:22:52,2007-07-28 11:22:52,2,0,0,0.8846153846153846,1.0,0,6904,13.0,2.4,90.8,407,3,0.01,0.06,0.0
8,0,0,39,3,41,41,2007-07-28 22:16:31,2007-07-28 22:16:31,4,2,2,0.8860759493670887,1.0,0,6748,13.1,2.4,91.1,398,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-07-29 05:22:25,2007-07-29 05:22:25,1,1,1,0.8875,1.0,0,6748,13.1,2.4,91.1,398,3,0.01,0.06,0.0
4,0,0,94,4,29,29,2007-07-29 15:45:56,2007-07-29 15:45:56,3,0,0,0.8888888888888888,1.0,0,6744,13.1,2.4,91.0,398,3,0.01,0.06,0.0
8,0,0,71,6,29,29,2007-07-29 19:06:47,2007-07-29 19:06:47,4,0,0,0.8902439024390244,1.0,0,6730,13.1,2.4,91.0,397,3,0.01,0.06,0.0
1,0,1,410,26,29,29,2007-07-29 20:37:33,2007-07-29 20:37:33,4,0,0,0.891566265060241,2.0,0,6742,13.1,2.4,91.1,397,3,0.01,0.06,0.0
2,1,0,134,14,29,29,2007-07-30 12:56:59,2007-07-30 12:56:59,3,0,0,0.8809523809523809,1.0,0,6803,13.1,2.4,90.9,401,3,0.01,0.06,0.0
1,0,0,2,1,3,3,2007-07-30 20:01:29,2007-07-30 20:01:29,4,1,1,0.8823529411764706,1.0,0,6803,13.1,2.4,90.9,401,3,0.01,0.06,0.0
2,1,0,117,9,29,29,2007-08-01 13:36:13,2007-08-01 13:36:13,3,0,0,0.872093023255814,1.0,0,6773,13.2,2.4,91.2,397,3,0.01,0.06,0.0
3,0,1,304,18,35,35,2007-08-02 18:12:39,2007-08-02 18:12:39,4,0,0,0.8735632183908046,2.0,0,6773,13.2,2.4,90.2,397,3,0.01,0.06,0.0
2,1,1,39,5,40,40,2007-08-02 23:11:28,2007-08-02 23:11:28,4,0,0,0.8636363636363636,1.0,0,6772,13.2,2.4,90.1,397,3,0.01,0.06,0.0
2,1,1,985,11,29,29,2007-08-03 08:52:20,2007-08-03 08:52:20,2,0,0,0.8539325842696629,3.0,0,6797,12.9,2.3,89.6,402,3,0.01,0.06,0.0
4,0,0,837,15,29,29,2007-08-03 12:43:37,2007-08-03 12:43:37,3,0,0,0.8555555555555556,2.0,0,6507,13.2,2.4,90.4,376,3,0.01,0.07,0.0
3,0,1,298,4,29,29,2007-08-04 16:16:49,2007-08-04 16:16:49,3,0,0,0.8571428571428572,3.0,0,6565,13.3,2.5,91.5,375,3,0.01,0.07,0.0
1,0,0,167,6,29,29,2007-08-04 18:24:16,2007-08-04 18:24:16,4,0,0,0.8586956521739131,2.0,0,6624,13.4,2.4,92.3,378,3,0.01,0.06,0.0
8,0,0,16,3,29,29,2007-08-06 09:42:08,2007-08-06 09:42:08,2,0,0,0.8602150537634409,1.0,0,6690,13.4,2.5,92.4,382,3,0.01,0.06,0.0
8,0,0,14,2,29,29,2007-08-06 10:08:10,2007-08-06 10:08:10,2,0,0,0.8617021276595744,1.0,0,6690,13.4,2.5,92.5,382,3,0.01,0.06,0.0
3,0,1,302,10,29,29,2007-08-08 11:34:03,2007-08-08 11:34:03,2,0,0,0.8631578947368421,2.0,0,6726,13.5,2.5,93.3,381,3,0.01,0.06,0.0
2,1,0,351,11,29,29,2007-08-14 08:27:37,2007-08-14 08:27:37,2,0,0,0.8541666666666666,2.0,0,6771,13.6,2.5,94.9,381,3,0.01,0.07,0.0
8,0,0,18,2,29,29,2007-08-14 10:50:02,2007-08-14 10:50:02,2,0,0,0.8556701030927836,1.0,0,6773,13.6,2.5,94.9,381,3,0.01,0.07,0.0
8,0,0,1,1,19,19,2007-08-19 06:13:43,2007-08-19 06:13:43,2,1,1,0.8571428571428572,1.0,0,6775,13.6,2.5,95.0,381,3,0.01,0.07,0.0
8,0,0,3,1,19,19,2007-08-20 07:40:30,2007-08-20 07:40:30,2,1,1,0.8585858585858586,1.0,0,6775,13.6,2.5,95.0,381,3,0.01,0.07,0.0
8,0,0,1,1,19,19,2007-08-22 10:15:22,2007-08-22 10:15:22,2,1,1,0.86,1.0,0,6782,13.6,2.5,95.1,381,3,0.01,0.06,0.0
2,1,0,32,10,29,29,2007-08-31 13:31:27,2007-08-31 13:31:27,3,0,0,0.8514851485148515,1.0,0,6849,13.5,2.5,93.9,388,3,0.01,0.06,0.0
8,0,0,2,1,45,45,2007-09-04 00:23:14,2007-09-04 00:23:14,1,1,1,0.8529411764705882,1.0,0,6991,13.4,2.6,93.2,399,3,0.01,0.06,0.0
8,0,0,11,2,41,41,2007-09-09 18:54:39,2007-09-09 18:54:39,4,2,2,0.854368932038835,1.0,0,6999,13.4,2.6,93.2,399,3,0.01,0.06,0.0
4,0,0,92,6,29,29,2007-09-10 07:49:22,2007-09-10 07:49:22,2,0,0,0.8557692307692308,1.0,0,6725,13.6,2.6,94.7,377,3,0.01,0.07,0.0
2,1,0,50,4,41,41,2007-09-15 11:51:21,2007-09-15 11:51:21,2,2,2,0.8476190476190476,1.0,0,6554,13.4,2.6,92.1,371,3,0.01,0.07,0.0
8,0,0,20,1,45,45,2007-09-15 15:53:25,2007-09-15 15:53:25,3,1,1,0.8490566037735849,1.0,0,6570,13.5,2.6,92.1,371,3,0.01,0.07,0.0
8,0,0,28,2,41,41,2007-09-16 12:28:02,2007-09-16 12:28:02,3,2,2,0.8504672897196262,1.0,0,6606,13.5,2.6,93.0,371,3,0.01,0.07,0.0
2,1,0,8,5,25,25,2007-09-16 12:37:30,2007-09-16 12:37:30,3,2,2,0.8425925925925926,1.0,0,6598,13.5,2.6,93.0,371,3,0.01,0.07,0.0
8,0,0,1,1,19,19,2007-09-21 06:27:52,2007-09-21 06:27:52,2,1,1,0.8440366972477065,1.0,0,6598,13.5,2.6,93.0,371,3,0.01,0.07,0.0
2,0,0,3,2,17,17,2007-10-06 12:58:25,2007-10-06 12:58:25,3,0,0,0.8363636363636364,1.0,0,6623,13.6,2.7,93.7,371,3,0.01,0.07,0.0
8,0,0,263,6,41,41,2007-10-15 04:24:17,2007-10-15 04:24:17,1,2,2,0.8378378378378378,2.0,0,6474,13.5,2.7,92.5,365,3,0.01,0.07,0.0
2,1,0,145,3,41,41,2007-10-21 18:02:58,2007-10-21 18:02:58,4,2,2,0.8303571428571428,2.0,0,6584,13.8,2.7,94.9,366,3,0.01,0.09,0.0
8,0,0,295,1,41,41,2007-10-21 18:39:15,2007-10-21 18:39:15,4,2,2,0.831858407079646,2.0,0,6469,13.5,2.7,92.7,366,3,0.01,0.07,0.0
8,0,0,1,1,19,19,2007-10-28 08:01:51,2007-10-28 08:01:51,2,1,1,0.8333333333333334,1.0,0,6469,13.5,2.7,92.7,366,3,0.01,0.07,0.0
8,0,0,23,3,41,41,2007-11-04 13:07:36,2007-11-04 13:07:36,3,2,2,0.8347826086956522,1.0,0,6475,13.5,2.7,92.8,366,3,0.01,0.07,0.0
2,1,0,6,2,45,45,2007-11-15 21:15:55,2007-11-15 21:15:55,4,1,1,0.8275862068965517,1.0,0,6519,13.6,2.7,93.6,365,3,0.01,0.07,0.0
2,0,0,58,4,41,41,2007-11-17 10:07:40,2007-11-17 10:07:40,2,2,2,0.8205128205128205,1.0,0,6514,13.6,2.7,93.6,365,3,0.01,0.07,0.0
8,0,0,381,5,41,41,2007-11-18 22:25:44,2007-11-18 22:25:44,4,2,2,0.8220338983050848,3.0,0,6556,13.7,2.7,93.8,366,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2007-11-20 07:44:44,2007-11-20 07:44:44,2,1,1,0.8235294117647058,1.0,0,6560,13.7,2.7,93.7,366,3,0.01,0.06,0.0
2,1,0,5,2,38,38,2007-11-29 21:34:03,2007-11-29 21:34:03,4,1,1,0.8166666666666667,1.0,0,6588,13.7,2.7,93.6,368,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-11-30 07:57:19,2007-11-30 07:57:19,2,1,1,0.8181818181818181,1.0,0,6588,13.7,2.7,93.6,368,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2007-12-02 08:06:48,2007-12-02 08:06:48,2,1,1,0.819672131147541,1.0,0,6601,13.7,2.7,94.0,368,3,0.01,0.06,0.0
8,0,0,2,1,41,41,2007-12-02 14:43:57,2007-12-02 14:43:57,3,2,2,0.8211382113821138,1.0,0,6602,13.7,2.7,94.0,368,3,0.01,0.06,0.0
2,1,0,37,4,41,41,2007-12-03 07:53:17,2007-12-03 07:53:17,2,2,2,0.814516129032258,1.0,0,6615,13.8,2.7,94.1,368,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-12-04 07:55:47,2007-12-04 07:55:47,2,1,1,0.8160000000000001,1.0,0,6617,13.8,2.7,94.1,368,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2007-12-11 07:46:20,2007-12-11 07:46:20,2,1,1,0.8174603174603174,1.0,0,6619,13.8,2.7,94.1,368,3,0.01,0.06,0.0
8,0,0,1,1,19,19,2007-12-19 08:11:12,2007-12-19 08:11:12,2,1,1,0.8188976377952756,1.0,0,6619,13.8,2.7,94.1,368,3,0.01,0.06,0.0
1,0,0,16,3,41,41,2007-12-20 14:56:21,2007-12-20 14:56:21,3,2,2,0.8203125,1.0,0,6629,13.8,2.7,94.0,369,3,0.01,0.06,0.0
2,1,0,54,16,25,25,2007-12-29 10:59:01,2007-12-29 10:59:01,2,2,2,0.813953488372093,1.0,0,6596,13.8,2.7,94.4,369,3,0.01,0.06,0.0
8,0,0,2,1,4,4,2008-01-02 23:28:53,2008-01-02 23:28:53,4,0,0,0.8153846153846154,1.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
1,0,0,397,1,7,7,2008-01-12 16:33:34,2008-01-12 16:33:34,3,0,0,0.816793893129771,2.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2008-01-22 10:08:26,2008-01-22 10:08:26,2,2,2,0.8181818181818181,1.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2008-01-23 11:41:28,2008-01-23 11:41:28,2,2,2,0.8195488721804511,1.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2008-01-25 12:54:47,2008-01-25 12:54:47,3,2,2,0.8208955223880597,1.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
8,0,0,2,1,19,19,2008-01-28 14:24:49,2008-01-28 14:24:49,3,2,2,0.8222222222222222,1.0,0,6596,13.8,2.7,94.5,369,3,0.01,0.06,0.0
8,0,0,16,4,41,41,2008-02-15 18:56:22,2008-02-15 18:56:22,4,3,3,0.8235294117647058,1.0,0,6476,14.0,2.7,96.5,358,3,0.01,0.06,0.0
8,0,0,13,4,41,41,2008-02-15 21:21:28,2008-02-15 21:21:28,4,3,3,0.8248175182481752,1.0,0,6485,14.0,2.7,96.6,358,3,0.01,0.06,0.0
8,0,0,4,1,41,41,2008-02-19 13:15:28,2008-02-19 13:15:28,3,3,3,0.8260869565217391,1.0,0,6328,13.4,2.7,95.8,362,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2008-02-20 18:45:22,2008-02-20 18:45:22,4,2,2,0.8273381294964028,1.0,0,6328,13.4,2.7,95.8,362,3,0.01,0.07,0.0
8,0,0,3,2,19,19,2008-03-03 19:30:57,2008-03-03 19:30:57,4,2,2,0.8285714285714285,1.0,0,6050,13.5,2.7,96.9,341,3,0.01,0.07,0.0
8,0,0,14,4,41,41,2008-03-05 01:00:20,2008-03-05 01:00:20,1,3,3,0.8297872340425532,1.0,0,6057,13.5,2.7,96.7,342,3,0.01,0.07,0.0
1,0,0,41,5,41,41,2008-03-05 07:35:28,2008-03-05 07:35:28,2,3,3,0.8309859154929577,1.0,0,6072,13.5,2.7,96.6,343,3,0.01,0.07,0.0
2,1,0,24,2,41,41,2008-03-05 10:20:07,2008-03-05 10:20:07,2,3,3,0.8251748251748252,1.0,0,6072,13.5,2.7,96.6,343,3,0.01,0.07,0.0
8,0,0,132,14,41,41,2008-03-09 07:55:23,2008-03-09 07:55:23,2,3,3,0.8263888888888888,1.0,0,6114,13.5,2.8,97.2,344,3,0.01,0.07,0.0
8,0,0,7,1,41,41,2008-03-13 01:26:59,2008-03-13 01:26:59,1,3,3,0.8275862068965517,1.0,0,6138,13.6,2.8,97.5,345,3,0.01,0.07,0.0
1,0,0,38,4,41,41,2008-03-15 11:39:25,2008-03-15 11:39:25,2,3,3,0.8287671232876712,2.0,0,6171,13.6,2.8,97.9,346,3,0.01,0.07,0.0
8,0,0,56,3,41,41,2008-03-16 21:32:00,2008-03-16 21:32:00,4,3,3,0.8299319727891157,1.0,0,6212,13.6,2.8,98.2,348,3,0.01,0.07,0.0
8,0,0,51,5,41,41,2008-03-20 19:49:32,2008-03-20 19:49:32,4,3,3,0.8310810810810811,1.0,0,6262,13.7,2.8,98.9,349,4,0.01,0.09,0.0
8,0,0,75,6,41,41,2008-03-21 11:58:34,2008-03-21 11:58:34,2,3,3,0.8322147651006712,1.0,0,6302,13.8,2.8,99.5,350,4,0.01,0.1,0.0
8,0,0,28,3,41,41,2008-03-22 09:17:08,2008-03-22 09:17:08,2,3,3,0.8333333333333334,1.0,0,6295,13.8,2.8,99.4,350,4,0.01,0.1,0.0
3,0,1,46,1,41,41,2008-03-22 09:32:20,2008-03-22 09:32:20,2,3,3,0.8344370860927153,2.0,0,6294,13.8,2.8,99.4,350,4,0.01,0.1,0.0
2,1,0,14,2,41,41,2008-03-27 22:14:17,2008-03-27 22:14:17,4,3,3,0.8289473684210527,1.0,0,6298,13.8,2.8,99.9,349,4,0.01,0.1,0.0
